"family","genus"
"Fabaceae","Salweenia"
"Fabaceae","Samanea"
"Fabaceae","Saraca"
"Fabaceae","Sarcodum"
"Fabaceae","Sartoria"
"Fabaceae","Schefflerodendron"
"Fabaceae","Schizolobium"
"Fabaceae","Schleinitzia"
"Fabaceae","Schnella"
"Fabaceae","Schotia"
"Fabaceae","Schrankia"
"Fabaceae","Scorodophloeus"
"Fabaceae","Scorpiurus"
"Fabaceae","Securigera"
"Fabaceae","Sellocharis"
"Fabaceae","Senegalia"
"Fabaceae","Senna"
"Fabaceae","Serianthes"
"Fabaceae","Sesbania"
"Fabaceae","Shuteria"
"Fabaceae","Sigmoidotropis"
"Fabaceae","Sindora"
"Fabaceae","Sindoropsis"
"Fabaceae","Sinodolichos"
"Fabaceae","Smirnowia"
"Fabaceae","Smithia"
"Fabaceae","Soemmeringia"
"Fabaceae","Sophora"
"Fabaceae","Spartium"
"Fabaceae","Spathionema"
"Fabaceae","Spatholobus"
"Fabaceae","Sphaerolobium"
"Fabaceae","Sphaerophysa"
"Fabaceae","Sphenostylis"
"Fabaceae","Sphinctospermum"
"Fabaceae","Sphinga"
"Fabaceae","Spirotropis"
"Fabaceae","Spongiocarpella"
"Fabaceae","Stachyothyrsus"
"Fabaceae","Stahlia"
"Fabaceae","Stemonocoleus"
"Fabaceae","Stenodrepanum"
"Fabaceae","Stenolobium"
"Fabaceae","Stirtonanthus"
"Fabaceae","Stonesiella"
"Fabaceae","Storckiella"
"Fabaceae","Streblorrhiza"
"Fabaceae","Strongylodon"
"Fabaceae","Strophostyles"
"Fabaceae","Stryphnodendron"
"Fabaceae","Stuhlmannia"
"Fabaceae","Stylosanthes"
"Fabaceae","Styphnolobium"
"Fabaceae","Swainsona"
"Fabaceae","Swartzia"
"Fabaceae","Sweetia"
"Fabaceae","Sylvichadsia"
"Fabaceae","Sympetalandra"
"Fabaceae","Syrmatium"
"Fabaceae","Tachigali"
"Fabaceae","Tadehagi"
"Fabaceae","Talbotiella"
"Fabaceae","Tamarindus"
"Fabaceae","Tara"
"Fabaceae","Taralea"
"Fabaceae","Templetonia"
"Fabaceae","Tephrosia"
"Fabaceae","Teramnus"
"Fabaceae","Tessmannia"
"Fabaceae","Tetraberlinia"
"Fabaceae","Tetrapleura"
"Fabaceae","Tetrapterocarpon"
"Fabaceae","Teyleria"
"Fabaceae","Thailentadopsis"
"Fabaceae","Thermopsis"
"Fabaceae","Tipuana"
"Fabaceae","Trifidacanthus"
"Fabaceae","Trifolium"
"Fabaceae","Trigonella"
"Fabaceae","Trischidium"
"Fabaceae","Uleanthus"
"Fabaceae","Ulex"
"Fabaceae","Umtiza"
"Fabaceae","Uraria"
"Fabaceae","Uribea"
"Fabaceae","Urodon"
"Fabaceae","Vachellia"
"Fabaceae","Vandasina"
"Fabaceae","Vatairea"
"Fabaceae","Vataireopsis"
"Fabaceae","Vatovaea"
"Fabaceae","Vavilovia"
"Fabaceae","Vicia"
"Fabaceae","Vigna"
"Fabaceae","Viguieranthus"
"Fabaceae","Viminaria"
"Fabaceae","Virgilia"
"Fabaceae","Vouacapoua"
"Fabaceae","Wallaceodendron"
"Fabaceae","Weberbauerella"
"Fabaceae","Wiborgia"
"Fabaceae","Willardia"
"Fabaceae","Wisteria"
"Fabaceae","Xanthocercis"
"Fabaceae","Xerocladia"
"Fabaceae","Xiphotheca"
"Fabaceae","Xylia"
"Fabaceae","Zapoteca"
"Fabaceae","Zenia"
"Fabaceae","Zenkerella"
"Fabaceae","Zollernia"
"Fabaceae","Zornia"
"Fabaceae","Zuccagnia"
"Fabaceae","Zygia"
"Fabaceae","Zygocarpum"
"Surianaceae","Cadellia"
"Surianaceae","Guilfoylia"
"Surianaceae","Recchia"
"Surianaceae","Stylobasium"
"Surianaceae","Suriana"
"Polygalaceae","Asemeia"
"Polygalaceae","Atroxima"
"Polygalaceae","Badiera"
"Polygalaceae","Balgoya"
"Polygalaceae","Barnhartia"
"Polygalaceae","Bredemeyera"
"Polygalaceae","Carpolobia"
"Polygalaceae","Comesperma"
"Polygalaceae","Diclidanthera"
"Polygalaceae","Epirixanthes"
"Polygalaceae","Eriandra"
"Polygalaceae","Hebecarpa"
"Polygalaceae","Monnina"
"Polygalaceae","Monrosia"
"Polygalaceae","Moutabea"
"Polygalaceae","Muraltia"
"Polygalaceae","Nylandtia"
"Polygalaceae","Phlebotaenia"
"Polygalaceae","Polygala"
"Polygalaceae","Polygaloides"
"Polygalaceae","Pteromonnina"
"Polygalaceae","Rhinotropis"
"Polygalaceae","Salomonia"
"Polygalaceae","Securidaca"
"Polygalaceae","Xanthophyllum"
"Rosaceae","×Amelasorbus"
"Rosaceae","×Crataegosorbus"
"Rosaceae","×Crataemespilus"
"Rosaceae","×Cydolus"
"Rosaceae","×Fragotentilla"
"Rosaceae","×Malosorbus"
"Rosaceae","×Pyracomeles"
"Rosaceae","×Pyralus"
"Rosaceae","×Pyronia"
"Rosaceae","×Sorbaronia"
"Rosaceae","×Sorbocotoneaster"
"Rosaceae","×Sorbomespilus"
"Rosaceae","×Sorbopyrus"
"Rosaceae","Acaena"
"Rosaceae","Adenostoma"
"Rosaceae","Agrimonia"
"Rosaceae","Alchemilla"
"Rosaceae","Amelanchier"
"Rosaceae","Aphanes"
"Rosaceae","Aremonia"
"Rosaceae","Aronia"
"Rosaceae","Aruncus"
"Rosaceae","Cercocarpus"
"Rosaceae","Chaenomeles"
"Rosaceae","Chamaebatia"
"Rosaceae","Chamaebatiaria"
"Rosaceae","Chamaemeles"
"Rosaceae","Chamaerhodos"
"Rosaceae","Cliffortia"
"Rosaceae","Coleogyne"
"Rosaceae","Comarum"
"Rosaceae","Cotoneaster"
"Rosaceae","Crataegomespilus"
"Rosaceae","Crataegus"
"Rosaceae","Cydonia"
"Rosaceae","Dasiphora"
"Rosaceae","Dichotomanthes"
"Rosaceae","Docynia"
"Rosaceae","Dryas"
"Rosaceae","Drymocallis"
"Rosaceae","Eriobotrya"
"Rosaceae","Exochorda"
"Rosaceae","Fallugia"
"Rosaceae","Filipendula"
"Rosaceae","Fragaria"
"Rosaceae","Geum"
"Rosaceae","Gillenia"
"Rosaceae","Hagenia"
"Rosaceae","Hesperomeles"
"Rosaceae","Heteromeles"
"Rosaceae","Holodiscus"
"Rosaceae","Horkelia"
"Rosaceae","Horkeliella"
"Rosaceae","Ivesia"
"Rosaceae","Kageneckia"
"Rosaceae","Kelseya"
"Rosaceae","Kerria"
"Rosaceae","Lachemilla"
"Rosaceae","Leucosidea"
"Rosaceae","Lindleya"
"Rosaceae","Lindleyella"
"Rosaceae","Luetkea"
"Rosaceae","Lyonothamnus"
"Rosaceae","Malacomeles"
"Rosaceae","Malus"
"Rosaceae","Margyricarpus"
"Rosaceae","Neillia"
"Rosaceae","Neviusia"
"Rosaceae","Nuttallia"
"Rosaceae","Oemleria"
"Rosaceae","Osteomeles"
"Rosaceae","Peraphyllum"
"Rosaceae","Petrophytum"
"Rosaceae","Photinia"
"Rosaceae","Physocarpus"
"Rosaceae","Polylepis"
"Rosaceae","Porteranthus"
"Rosaceae","Potaninia"
"Rosaceae","Potentilla"
"Rosaceae","Poteridium"
"Rosaceae","Poterium"
"Rosaceae","Prinsepia"
"Rosaceae","Prunus"
"Rosaceae","Pseudocydonia"
"Rosaceae","Purshia"
"Rosaceae","Pyracantha"
"Rosaceae","Pyrocydonia"
"Rosaceae","Pyrus"
"Rosaceae","Rhaphiolepis"
"Rosaceae","Rhodotypos"
"Rosaceae","Rosa"
"Rosaceae","Rubus"
"Rosaceae","Sanguisorba"
"Rosaceae","Scandosorbus"
"Rosaceae","Sericotheca"
"Rosaceae","Sibbaldia"
"Rosaceae","Sibbaldiopsis"
"Rosaceae","Sibiraea"
"Rosaceae","Sieversia"
"Rosaceae","Sorbaria"
"Rosaceae","Sorbus"
"Rosaceae","Spenceria"
"Rosaceae","Spiraea"
"Rosaceae","Spiraeanthus"
"Rosaceae","Vauquelinia"
"Rosaceae","Xerospiraea"
"Barbeyaceae","Barbeya"
"Dirachmaceae","Dirachma"
"Elaeagnaceae","Elaeagnus"
"Elaeagnaceae","Hippophae"
"Elaeagnaceae","Shepherdia"
"Rhamnaceae","Adolphia"
"Rhamnaceae","Alphitonia"
"Rhamnaceae","Alvimiantha"
"Rhamnaceae","Ampelozizyphus"
"Rhamnaceae","Araracuara"
"Rhamnaceae","Auerodendron"
"Rhamnaceae","Bathiorhamnus"
"Rhamnaceae","Berchemia"
"Rhamnaceae","Berchemiella"
"Rhamnaceae","Blackallia"
"Rhamnaceae","Ceanothus"
"Rhamnaceae","Colletia"
"Rhamnaceae","Colubrina"
"Rhamnaceae","Condalia"
"Rhamnaceae","Cormonema"
"Rhamnaceae","Crumenaria"
"Rhamnaceae","Cryptandra"
"Rhamnaceae","Discaria"
"Rhamnaceae","Doerpfeldia"
"Rhamnaceae","Emmenosperma"
"Rhamnaceae","Endotropis"
"Rhamnaceae","Frangula"
"Rhamnaceae","Gouania"
"Rhamnaceae","Granitites"
"Rhamnaceae","Helinus"
"Rhamnaceae","Hovenia"
"Rhamnaceae","Johnstonia"
"Rhamnaceae","Karwinskia"
"Rhamnaceae","Kentrothamnus"
"Rhamnaceae","Krugiodendron"
"Rhamnaceae","Lasiodiscus"
"Rhamnaceae","Maesopsis"
"Rhamnaceae","Nesiota"
"Rhamnaceae","Noltea"
"Rhamnaceae","Ochetophila"
"Rhamnaceae","Paliurus"
"Rhamnaceae","Papistylus"
"Rhamnaceae","Phylica"
"Rhamnaceae","Polianthion"
"Rhamnaceae","Pomaderris"
"Rhamnaceae","Pseudoziziphus"
"Rhamnaceae","Reissekia"
"Rhamnaceae","Retanilla"
"Rhamnaceae","Reynosia"
"Rhamnaceae","Rhamnella"
"Rhamnaceae","Rhamnidium"
"Rhamnaceae","Rhamnus"
"Rhamnaceae","Sageretia"
"Rhamnaceae","Sarcomphalus"
"Rhamnaceae","Schistocarpaea"
"Rhamnaceae","Scutia"
"Rhamnaceae","Serichonus"
"Rhamnaceae","Siegfriedia"
"Rhamnaceae","Smythea"
"Rhamnaceae","Spyridium"
"Rhamnaceae","Stenanthemum"
"Rhamnaceae","Trevoa"
"Rhamnaceae","Trymalium"
"Rhamnaceae","Ventilago"
"Rhamnaceae","Ziziphus"
"Ulmaceae","Ampelocera"
"Ulmaceae","Hemiptelea"
"Ulmaceae","Holoptelea"
"Ulmaceae","Phyllostylon"
"Ulmaceae","Planera"
"Ulmaceae","Ulmus"
"Ulmaceae","Zelkova"
"Cannabaceae","Aphananthe"
"Cannabaceae","Cannabis"
"Cannabaceae","Celtis"
"Cannabaceae","Chaetacme"
"Cannabaceae","Gironniera"
"Cannabaceae","Humulus"
"Cannabaceae","Lozanella"
"Cannabaceae","Parasponia"
"Cannabaceae","Pteroceltis"
"Cannabaceae","Trema"
"Moraceae","Antiaris"
"Moraceae","Antiaropsis"
"Moraceae","Artocarpus"
"Moraceae","Bagassa"
"Moraceae","Batocarpus"
"Moraceae","Bosqueiopsis"
"Moraceae","Brosimum"
"Moraceae","Broussonetia"
"Moraceae","Castilla"
"Moraceae","Clarisia"
"Moraceae","Dorstenia"
"Moraceae","Fatoua"
"Moraceae","Ficus"
"Moraceae","Helianthostylis"
"Moraceae","Helicostylis"
"Moraceae","Hullettia"
"Moraceae","Maclura"
"Moraceae","Maquira"
"Moraceae","Mesogyne"
"Moraceae","Milicia"
"Moraceae","Morus"
"Moraceae","Naucleopsis"
"Moraceae","Parartocarpus"
"Moraceae","Perebea"
"Moraceae","Poulsenia"
"Moraceae","Prainea"
"Moraceae","Pseudolmedia"
"Moraceae","Scyphosyce"
"Moraceae","Sorocea"
"Moraceae","Sparattosyce"
"Moraceae","Streblus"
"Moraceae","Treculia"
"Moraceae","Trilepisium"
"Moraceae","Trophis"
"Moraceae","Trymatococcus"
"Moraceae","Utsetela"
"Urticaceae","Archiboehmeria"
"Urticaceae","Astrothalamus"
"Urticaceae","Australina"
"Urticaceae","Boehmeria"
"Urticaceae","Cecropia"
"Urticaceae","Chamabainia"
"Urticaceae","Coussapoa"
"Urticaceae","Cypholophus"
"Urticaceae","Debregeasia"
"Urticaceae","Dendrocnide"
"Urticaceae","Didymodoxa"
"Urticaceae","Discocnide"
"Urticaceae","Droguetia"
"Urticaceae","Elatostema"
"Urticaceae","Forsskaolea"
"Urticaceae","Gesnouinia"
"Urticaceae","Gibbsia"
"Urticaceae","Girardinia"
"Urticaceae","Gyrotaenia"
"Urticaceae","Hemistylus"
"Urticaceae","Hesperocnide"
"Urticaceae","Laportea"
"Urticaceae","Leucosyke"
"Urticaceae","Maoutia"
"Urticaceae","Meniscogyne"
"Urticaceae","Metatrophis"
"Urticaceae","Musanga"
"Urticaceae","Myrianthus"
"Urticaceae","Myriocarpa"
"Urticaceae","Nanocnide"
"Urticaceae","Neodistemon"
"Urticaceae","Neraudia"
"Urticaceae","Nothocnide"
"Urticaceae","Obetia"
"Urticaceae","Oreocnide"
"Urticaceae","Parietaria"
"Urticaceae","Petelotiella"
"Urticaceae","Phenax"
"Urticaceae","Pilea"
"Urticaceae","Pipturus"
"Urticaceae","Poikilospermum"
"Urticaceae","Pourouma"
"Urticaceae","Pouzolzia"
"Urticaceae","Procris"
"Urticaceae","Rousselia"
"Urticaceae","Sarcochlamys"
"Urticaceae","Soleirolia"
"Urticaceae","Touchardia"
"Urticaceae","Urera"
"Urticaceae","Urtica"
"Nothofagaceae","Nothofagus"
"Fagaceae","Castanea"
"Fagaceae","Castanopsis"
"Fagaceae","Chrysolepis"
"Fagaceae","Fagus"
"Fagaceae","Lithocarpus"
"Fagaceae","Notholithocarpus"
"Fagaceae","Quercus"
"Fagaceae","Trigonobalanus"
"Myricaceae","Canacomyrica"
"Myricaceae","Comptonia"
"Myricaceae","Morella"
"Myricaceae","Myrica"
"Juglandaceae","Alfaroa"
"Juglandaceae","Carya"
"Juglandaceae","Engelhardia"
"Juglandaceae","Juglans"
"Juglandaceae","Oreomunnea"
"Juglandaceae","Platycarya"
"Juglandaceae","Pterocarya"
"Juglandaceae","Rhoiptelea"
"Casuarinaceae","Allocasuarina"
"Casuarinaceae","Casuarina"
"Casuarinaceae","Ceuthostoma"
"Casuarinaceae","Gymnostoma"
"Ticodendraceae","Ticodendron"
"Betulaceae","Alnus"
"Betulaceae","Betula"
"Betulaceae","Carpinus"
"Betulaceae","Corylus"
"Betulaceae","Ostrya"
"Betulaceae","Ostryopsis"
"Apodanthaceae","Apodanthes"
"Apodanthaceae","Berlinianche"
"Apodanthaceae","Pilostyles"
"Anisophylleaceae","Anisophyllea"
"Anisophylleaceae","Combretocarpus"
"Anisophylleaceae","Poga"
"Anisophylleaceae","Polygonanthus"
"Corynocarpaceae","Corynocarpus"
"Coriariaceae","Coriaria"
"Cucurbitaceae","Abobra"
"Cucurbitaceae","Actinostemma"
"Cucurbitaceae","Alsomitra"
"Cucurbitaceae","Ampelosicyos"
"Cucurbitaceae","Apatzingania"
"Cucurbitaceae","Apodanthera"
"Cucurbitaceae","Austrobryonia"
"Cucurbitaceae","Baijiania"
"Cucurbitaceae","Bambekea"
"Cucurbitaceae","Bayabusua"
"Cucurbitaceae","Benincasa"
"Cucurbitaceae","Blastania"
"Cucurbitaceae","Borneosicyos"
"Cucurbitaceae","Brandegea"
"Cucurbitaceae","Bryonia"
"Cucurbitaceae","Calycophysum"
"Cucurbitaceae","Cayaponia"
"Cucurbitaceae","Cephalopentandra"
"Cucurbitaceae","Ceratosanthes"
"Cucurbitaceae","Chalema"
"Cucurbitaceae","Cionosicyos"
"Cucurbitaceae","Cionosicys"
"Cucurbitaceae","Citrullus"
"Cucurbitaceae","Cladocarpa"
"Cucurbitaceae","Coccinia"
"Cucurbitaceae","Cogniauxia"
"Cucurbitaceae","Corallocarpus"
"Cucurbitaceae","Ctenolepis"
"Cucurbitaceae","Cucumis"
"Cucurbitaceae","Cucurbita"
"Cucurbitaceae","Cucurbitella"
"Cucurbitaceae","Cyclanthera"
"Cucurbitaceae","Cyclantheropsis"
"Cucurbitaceae","Dactyliandra"
"Cucurbitaceae","Dendrosicyos"
"Cucurbitaceae","Dieterlea"
"Cucurbitaceae","Diplocyclos"
"Cucurbitaceae","Doyerea"
"Cucurbitaceae","Ecballium"
"Cucurbitaceae","Echinocystis"
"Cucurbitaceae","Echinopepon"
"Cucurbitaceae","Eureiandra"
"Cucurbitaceae","Fevillea"
"Cucurbitaceae","Gerrardanthus"
"Cucurbitaceae","Gomphogyne"
"Cucurbitaceae","Gurania"
"Cucurbitaceae","Gynostemma"
"Cucurbitaceae","Halosicyos"
"Cucurbitaceae","Hanburia"
"Cucurbitaceae","Helmontia"
"Cucurbitaceae","Hemsleya"
"Cucurbitaceae","Herpetospermum"
"Cucurbitaceae","Hodgsonia"
"Cucurbitaceae","Ibervillea"
"Cucurbitaceae","Indofevillea"
"Cucurbitaceae","Kedrostis"
"Cucurbitaceae","Khmeriosicyos"
"Cucurbitaceae","Lagenaria"
"Cucurbitaceae","Lemurosicyos"
"Cucurbitaceae","Linnaeosicyos"
"Cucurbitaceae","Luffa"
"Cucurbitaceae","Marah"
"Cucurbitaceae","Melothria"
"Cucurbitaceae","Melothrianthus"
"Cucurbitaceae","Microsechium"
"Cucurbitaceae","Momordica"
"Cucurbitaceae","Muellerargia"
"Cucurbitaceae","Neoalsomitra"
"Cucurbitaceae","Nothoalsomitra"
"Cucurbitaceae","Papuasicyos"
"Cucurbitaceae","Parasicyos"
"Cucurbitaceae","Penelopeia"
"Cucurbitaceae","Peponium"
"Cucurbitaceae","Peponopsis"
"Cucurbitaceae","Polyclathra"
"Cucurbitaceae","Posadaea"
"Cucurbitaceae","Psiguria"
"Cucurbitaceae","Pteropepon"
"Cucurbitaceae","Raphidiocystis"
"Cucurbitaceae","Ruthalicia"
"Cucurbitaceae","Rytidostylis"
"Cucurbitaceae","Schizocarpum"
"Cucurbitaceae","Schizopepon"
"Cucurbitaceae","Scopellaria"
"Cucurbitaceae","Sechiopsis"
"Cucurbitaceae","Sechium"
"Cucurbitaceae","Seyrigia"
"Cucurbitaceae","Sicana"
"Cucurbitaceae","Sicydium"
"Cucurbitaceae","Sicyos"
"Cucurbitaceae","Sicyosperma"
"Cucurbitaceae","Siolmatra"
"Cucurbitaceae","Siraitia"
"Cucurbitaceae","Skottsbergiliana"
"Cucurbitaceae","Solena"
"Cucurbitaceae","Tecunumania"
"Cucurbitaceae","Telfairia"
"Cucurbitaceae","Thladiantha"
"Cucurbitaceae","Trichosanthes"
"Cucurbitaceae","Trochomeria"
"Cucurbitaceae","Trochomeriopsis"
"Cucurbitaceae","Tumamoca"
"Cucurbitaceae","Vaseyanthus"
"Cucurbitaceae","Wilbrandia"
"Cucurbitaceae","Xerosicyos"
"Cucurbitaceae","Zanonia"
"Cucurbitaceae","Zehneria"
"Tetramelaceae","Octomeles"
"Tetramelaceae","Tetrameles"
"Datiscaceae","Datisca"
"Begoniaceae","Begonia"
"Begoniaceae","Hillebrandia"
"Lepidobotryaceae","Lepidobotrys"
"Lepidobotryaceae","Ruptiliocarpon"
"Celastraceae","Acanthothamnus"
"Celastraceae","Allocassine"
"Celastraceae","Anthodon"
"Celastraceae","Apatophyllum"
"Celastraceae","Apodostigma"
"Celastraceae","Arnicratea"
"Celastraceae","Bequaertia"
"Celastraceae","Brassiantha"
"Celastraceae","Brexia"
"Celastraceae","Brexiella"
"Celastraceae","Campylostemon"
"Celastraceae","Canotia"
"Celastraceae","Cassine"
"Celastraceae","Catha"
"Celastraceae","Celastrus"
"Celastraceae","Cheiloclinium"
"Celastraceae","Crossopetalum"
"Celastraceae","Cuervea"
"Celastraceae","Denhamia"
"Celastraceae","Dicarpellum"
"Celastraceae","Elachyptera"
"Celastraceae","Elaeodendron"
"Celastraceae","Euonymus"
"Celastraceae","Evonymopsis"
"Celastraceae","Fraunhofera"
"Celastraceae","Gloveria"
"Celastraceae","Glyptopetalum"
"Celastraceae","Goniodiscus"
"Celastraceae","Gyminda"
"Celastraceae","Gymnosporia"
"Celastraceae","Hartogiopsis"
"Celastraceae","Hedraianthera"
"Celastraceae","Helictonema"
"Celastraceae","Hexaspora"
"Celastraceae","Hippocratea"
"Celastraceae","Hylenaea"
"Celastraceae","Hypsophila"
"Celastraceae","Katafa"
"Celastraceae","Kokoona"
"Celastraceae","Lepuropetalon"
"Celastraceae","Loeseneriella"
"Celastraceae","Lophopetalum"
"Celastraceae","Macgregoria"
"Celastraceae","Maurocenia"
"Celastraceae","Maytenus"
"Celastraceae","Menepetalum"
"Celastraceae","Microtropis"
"Celastraceae","Monimopetalum"
"Celastraceae","Monteverdia"
"Celastraceae","Mortonia"
"Celastraceae","Moya"
"Celastraceae","Myginda"
"Celastraceae","Nicobariodendron"
"Celastraceae","Orthosphenia"
"Celastraceae","Parnassia"
"Celastraceae","Paxistima"
"Celastraceae","Peripterygia"
"Celastraceae","Peritassa"
"Celastraceae","Plagiopteron"
"Celastraceae","Platypterocarpus"
"Celastraceae","Plenckia"
"Celastraceae","Pleurostylia"
"Celastraceae","Polycardia"
"Celastraceae","Pottingeria"
"Celastraceae","Prionostemma"
"Celastraceae","Pristimera"
"Celastraceae","Psammomoya"
"Celastraceae","Pseudosalacia"
"Celastraceae","Ptelidium"
"Celastraceae","Pterocelastrus"
"Celastraceae","Putterlickia"
"Celastraceae","Quetzalia"
"Celastraceae","Reissantia"
"Celastraceae","Rhacoma"
"Celastraceae","Robsonodendron"
"Celastraceae","Rzedowskia"
"Celastraceae","Salacia"
"Celastraceae","Salacighia"
"Celastraceae","Salaciopsis"
"Celastraceae","Salvadoropsis"
"Celastraceae","Sarawakodendron"
"Celastraceae","Schaefferia"
"Celastraceae","Semialarium"
"Celastraceae","Simicratea"
"Celastraceae","Simirestis"
"Celastraceae","Siphonodon"
"Celastraceae","Stackhousia"
"Celastraceae","Tetrasiphon"
"Celastraceae","Thyrsosalacia"
"Celastraceae","Tontelea"
"Celastraceae","Torralbasia"
"Celastraceae","Tricerma"
"Celastraceae","Tripterococcus"
"Celastraceae","Tripterygium"
"Celastraceae","Tristemonanthus"
"Celastraceae","Wimmeria"
"Celastraceae","Xylonymus"
"Celastraceae","Zinowiewia"
"Huaceae","Afrostyrax"
"Huaceae","Hua"
"Connaraceae","Agelaea"
"Connaraceae","Burttia"
"Connaraceae","Cnestidium"
"Connaraceae","Cnestis"
"Connaraceae","Connarus"
"Connaraceae","Ellipanthus"
"Connaraceae","Hemandradenia"
"Connaraceae","Jollydora"
"Connaraceae","Manotes"
"Connaraceae","Pseudoconnarus"
"Connaraceae","Rourea"
"Connaraceae","Vismianthus"
"Oxalidaceae","Averrhoa"
"Oxalidaceae","Biophytum"
"Oxalidaceae","Dapania"
"Oxalidaceae","Oxalis"
"Oxalidaceae","Sarcotheca"
"Cunoniaceae","Acrophyllum"
"Cunoniaceae","Aistopetalum"
"Cunoniaceae","Anodopetalum"
"Cunoniaceae","Bauera"
"Cunoniaceae","Caldcluvia"
"Cunoniaceae","Callicoma"
"Cunoniaceae","Ceratopetalum"
"Cunoniaceae","Codia"
"Cunoniaceae","Cunonia"
"Cunoniaceae","Davidsonia"
"Cunoniaceae","Eucryphia"
"Cunoniaceae","Geissois"
"Cunoniaceae","Gillbeea"
"Cunoniaceae","Hooglandia"
"Cunoniaceae","Pancheria"
"Cunoniaceae","Platylophus"
"Cunoniaceae","Pseudoweinmannia"
"Cunoniaceae","Schizomeria"
"Cunoniaceae","Spiraeanthemum"
"Cunoniaceae","Vesselowskya"
"Cunoniaceae","Weinmannia"
"Elaeocarpaceae","Aceratium"
"Elaeocarpaceae","Aristotelia"
"Elaeocarpaceae","Crinodendron"
"Elaeocarpaceae","Dubouzetia"
"Elaeocarpaceae","Elaeocarpus"
"Elaeocarpaceae","Peripentadenia"
"Elaeocarpaceae","Platytheca"
"Elaeocarpaceae","Sericolea"
"Elaeocarpaceae","Sloanea"
"Elaeocarpaceae","Tetratheca"
"Elaeocarpaceae","Tremandra"
"Elaeocarpaceae","Vallea"
"Cephalotaceae","Cephalotus"
"Brunelliaceae","Brunellia"
"Pandaceae","Galearia"
"Pandaceae","Microdesmis"
"Pandaceae","Panda"
"Irvingiaceae","Allantospermum"
"Irvingiaceae","Desbordesia"
"Irvingiaceae","Irvingia"
"Irvingiaceae","Klainedoxa"
"Ctenolophonaceae","Ctenolophon"
"Rhizophoraceae","Anopyxis"
"Rhizophoraceae","Blepharistemma"
"Rhizophoraceae","Bruguiera"
"Rhizophoraceae","Carallia"
"Rhizophoraceae","Cassipourea"
"Rhizophoraceae","Ceriops"
"Rhizophoraceae","Comiphyton"
"Rhizophoraceae","Crossostylis"
"Rhizophoraceae","Gynotroches"
"Rhizophoraceae","Kandelia"
"Rhizophoraceae","Macarisia"
"Rhizophoraceae","Paradrypetes"
"Rhizophoraceae","Pellacalyx"
"Rhizophoraceae","Rhizophora"
"Rhizophoraceae","Sterigmapetalum"
"Erythroxylaceae","Aneulophus"
"Erythroxylaceae","Erythroxylum"
"Erythroxylaceae","Nectaropetalum"
"Erythroxylaceae","Pinacopodium"
"Ochnaceae","Adenarake"
"Ochnaceae","Blastemanthus"
"Ochnaceae","Brackenridgea"
"Ochnaceae","Campylospermum"
"Ochnaceae","Cespedesia"
"Ochnaceae","Elvasia"
"Ochnaceae","Euthemis"
"Ochnaceae","Fleurydora"
"Ochnaceae","Froesia"
"Ochnaceae","Godoya"
"Ochnaceae","Indosinia"
"Ochnaceae","Krukoviella"
"Ochnaceae","Lacunaria"
"Ochnaceae","Lophira"
"Ochnaceae","Luxemburgia"
"Ochnaceae","Medusagyne"
"Ochnaceae","Ochna"
"Ochnaceae","Ouratea"
"Ochnaceae","Perissocarpa"
"Ochnaceae","Philacra"
"Ochnaceae","Poecilandra"
"Ochnaceae","Quiina"
"Ochnaceae","Rhytidanthera"
"Ochnaceae","Sauvagesia"
"Ochnaceae","Schuurmansia"
"Ochnaceae","Schuurmansiella"
"Ochnaceae","Testulea"
"Ochnaceae","Touroulia"
"Ochnaceae","Tyleria"
"Ochnaceae","Wallacea"
"Bonnetiaceae","Archytaea"
"Bonnetiaceae","Bonnetia"
"Bonnetiaceae","Ploiarium"
"Clusiaceae","Allanblackia"
"Clusiaceae","Chrysochlamys"
"Clusiaceae","Clusia"
"Clusiaceae","Dystovomita"
"Clusiaceae","Garcinia"
"Clusiaceae","Lorostemon"
"Clusiaceae","Montrouziera"
"Clusiaceae","Moronobea"
"Clusiaceae","Pentadesma"
"Clusiaceae","Platonia"
"Clusiaceae","Symphonia"
"Clusiaceae","Thysanostemon"
"Clusiaceae","Tovomita"
"Clusiaceae","Tovomitidium"
"Calophyllaceae","Calophyllum"
"Calophyllaceae","Caraipa"
"Calophyllaceae","Clusiella"
"Calophyllaceae","Endodesmia"
"Calophyllaceae","Haploclathra"
"Calophyllaceae","Kayea"
"Calophyllaceae","Kielmeyera"
"Calophyllaceae","Lebrunia"
"Calophyllaceae","Mahurea"
"Calophyllaceae","Mammea"
"Calophyllaceae","Marila"
"Calophyllaceae","Mesua"
"Calophyllaceae","Neotatea"
"Calophyllaceae","Poeciloneuron"
"Podostemaceae","Angolaea"
"Podostemaceae","Apinagia"
"Podostemaceae","Blandowia"
"Podostemaceae","Butumia"
"Podostemaceae","Castelnavia"
"Podostemaceae","Ceratolacis"
"Podostemaceae","Cipoia"
"Podostemaceae","Cladopus"
"Podostemaceae","Dalzellia"
"Podostemaceae","Diamantina"
"Podostemaceae","Dicraeanthus"
"Podostemaceae","Diplobryum"
"Podostemaceae","Djinga"
"Podostemaceae","Endocaulos"
"Podostemaceae","Farmeria"
"Podostemaceae","Hanseniella"
"Podostemaceae","Hydrobryopsis"
"Podostemaceae","Hydrobryum"
"Podostemaceae","Indotristicha"
