accsym,syn,sym,taxon
ASMI3,,ASMI3,Astragalus microcymbus
ASMI4,,ASMI4,Astragalus microcystis
ASMI5,,ASMI5,Astragalus micromerius
ASMI6,,ASMI6,Astragalus miguelensis
ASMI7,,ASMI7,Astragalus minthorniae
ASENG,ASMIG,ASMIG,Astragalus minthorniae var. gracilior
ASMIM2,,ASMIM2,Astragalus minthorniae var. minthorniae
ASMIV,,ASMIV,Astragalus minthorniae var. villosus
ASMI8,,ASMI8,Astragalus misellus
ASMIM3,,ASMIM3,Astragalus misellus var. misellus
ASMIP,,ASMIP,Astragalus misellus var. pauper
ASMI9,,ASMI9,Astragalus miser
ASMIC,,ASMIC,Astragalus miser var. crispatus
ASMID,,ASMID,Astragalus miser var. decumbens
ASMIH,,ASMIH,Astragalus miser var. hylophilus
ASMIM4,,ASMIM4,Astragalus miser var. miser
ASMIO,,ASMIO,Astragalus miser var. oblongifolius
ASMIP2,,ASMIP2,Astragalus miser var. praeteritus
ASMIS,,ASMIS,Astragalus miser var. serotinus
ASMIT,,ASMIT,Astragalus miser var. tenuifolius
ASMI10,,ASMI10,Astragalus missouriensis
ASAC2,ASMIA2,ASMIA2,Astragalus missouriensis var. accumbens
ASMIA,,ASMIA,Astragalus missouriensis var. amphibolus
ASMIH2,,ASMIH2,Astragalus missouriensis var. humistratus
ASMIM,,ASMIM,Astragalus missouriensis var. mimetes
ASMIM5,,ASMIM5,Astragalus missouriensis var. missouriensis
ASMO4,,ASMO4,Astragalus moencoppensis
ASMO5,,ASMO5,Astragalus mohavensis
ASMOH,,ASMOH,Astragalus mohavensis var. hemigyrus
ASMOM4,,ASMOM4,Astragalus mohavensis var. mohavensis
ASMO6,,ASMO6,Astragalus mokiacensis
ASMO7,,ASMO7,Astragalus mollissimus
ASMOB,,ASMOB,Astragalus mollissimus var. bigelovii
ASMOC,,ASMOC,Astragalus mollissimus var. coryi
ASMOE,,ASMOE,Astragalus mollissimus var. earlei
ASMOM,,ASMOM,Astragalus mollissimus var. marcidus
ASMOM2,,ASMOM2,Astragalus mollissimus var. matthewsii
ASMOM3,,ASMOM3,Astragalus mollissimus var. mogollonicus
ASMOM5,,ASMOM5,Astragalus mollissimus var. mollissimus
ASMOT,,ASMOT,Astragalus mollissimus var. thompsoniae
ASMO8,,ASMO8,Astragalus molybdenus
ASMO8,ASMOS,ASMOS,Astragalus molybdenus var. shultziorum
ASMO18,,ASMO18,Astragalus mongholicus
ASMO9,,ASMO9,Astragalus monoensis
ASRA5,ASMOR,ASMOR,Astragalus monoensis var. ravenii
ASMO19,,ASMO19,Astragalus monspessulanus
ASLIM,ASMO11,ASMO11,Astragalus montii
ASMO10,,ASMO10,Astragalus monumentalis
ASMOC2,,ASMOC2,Astragalus monumentalis var. cottamii
ASMOM6,,ASMOM6,Astragalus monumentalis var. monumentalis
ASCAM3,ASMO14,ASMO14,Astragalus mortonii
ASMU,,ASMU,Astragalus mulfordiae
ASAMM2,ASMU2,ASMU2,Astragalus musimonum
ASMU3,,ASMU3,Astragalus musiniensis
ASAL21,ASNA8,ASNA8,Astragalus narbonensis
ASNA,,ASNA,Astragalus naturitensis
ASNE2,,ASNE2,Astragalus neglectus
ASNE3,,ASNE3,Astragalus nelsonianus
ASNE4,,ASNE4,Astragalus neomexicanus
ASNE5,,ASNE5,Astragalus nevinii
ASNE6,,ASNE6,Astragalus newberryi
ASNEA,,ASNEA,Astragalus newberryi var. aquarii
ASNEB,,ASNEB,Astragalus newberryi var. blyae
ASNEC,,ASNEC,Astragalus newberryi var. castoreus
ASNEE,,ASNEE,Astragalus newberryi var. escalantinus
ASNEN,,ASNEN,Astragalus newberryi var. newberryi
ASLO2,ASNEW,ASNEW,Astragalus newberryi var. wardianus
ASNI2,,ASNI2,Astragalus nidularius
