"Scientific.Name","AGCP","AW","CB","EMP","GP","HI","MW","NCNE","WMVC","AK","other"
"Tamarix stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tamarix tetragyna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tamaulipa azurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tamonea boxiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tanacetum balsamita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tanacetum bipinnatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tanacetum camphoratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tanacetum coccineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tanacetum corymbosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tanacetum parthenium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taralea oppositifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum carneocoloratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum eriophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum laevigatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum lyratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum palustre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum phymatocarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taraxacum spectabile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Targionia hypophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia arguta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia glauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia hartwegii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia hooveri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia howellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia kelloggii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia parishii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tauschia stricklandii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taxodium mucronatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taxus baccata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taxus cuspidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taxus floridana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Taxus ×media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tecoma capensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tecoma castanifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tecomanthe dendrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tectaria ×amesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tectaria cicutaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tectaria estremeriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tectaria gaudichaudii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teesdalia coronopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teesdalia nudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Telesonix heucheriformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Telesonix jamesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Telfairia occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Telfairia pedata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Telosma africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Telosma cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephroseris kjellmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephroseris lindstroemii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephroseris yukonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia angustissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia candida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia chrysophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia cinerea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia ×floridana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia leiocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia lindheimeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia mohrii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia onobrychoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia oxygona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia potosina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia richardsiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia rugelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia senna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia sessiliflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia sinapou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia subtriflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia thurberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia vestita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia vicioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tephrosia vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teramnus repens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teramnus uncinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teramnus volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia bellirica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia carolinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia chebula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia ivorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia muelleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia myriocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia oblonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Terminalia superba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetracarpidium conophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrachne dregei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraclea coulteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraclinis articulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetracoccus dioicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetracoccus hallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetracoccus ilicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradium daniellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia argyraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia axillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia comosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia filifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia glabrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia nuttallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia stenolepis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetradymia tetrameres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetragonia tetragonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetragonolobus purpureus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetragonotheca helianthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetragonotheca ludoviciana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetragonotheca repanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetragonotheca texana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetralophozia filiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetralophozia setiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramerium nervosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramicra canaliculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium arenarium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium capillare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium consanguineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium conyzoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium filiforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium humile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium lepidotum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium remyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium rockii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium sylvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetramolopium tenerrimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris argentea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris brandegeei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris herbacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris ivesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris linearifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris scaposa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris torreyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraneuris turneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrapanax papyrifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetraplasandra flynnii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrapogon villosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrapterys buxifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrapterys inaequalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrastigma voinieranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrazygia angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tetrazygia elaeagnoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teucrium botrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teucrium fruticans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teucrium glandulosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teucrium laciniatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teucrium orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Teucrium scorodonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalassia hemprichii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalassodendron ciliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum aquilegifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum arkansanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum heliophilum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum minus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum nigromontanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum squarrosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thalictrum texanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thamnobryum alleghaniense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thamnobryum neckeroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thamnosma montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thamnosma texana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thaspium pinnatifidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thaspium trifoliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thaumastochloa pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thaumatococcus daniellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelenella fugiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelenella hassei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelenella inductula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelenella modesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma burridgeanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma caespitosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma curvicarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma filifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma flavodiscum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma megapotamicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma nuecense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma simplicifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelesperma subnudum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thellungiella salsuginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelocactus bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelocactus setispinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelocarpon sphaerosporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelomma mammosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelotrema californicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelotrema monospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelotrema santense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis ambigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis divaricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis juniperorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis purpusii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis shinnersii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis vaseyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodiopsis vermicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium eucosmum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium flexuosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium howellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium laciniatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium laxiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium milleflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium paniculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium repandum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium rollinsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium tenue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium texanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypodium wrightii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris abdita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris abrupta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris asterothrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris augescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris brittonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris cheilanthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris exindusiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris forsteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris guadalupensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris hastata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris hildae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris inabonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris ×incesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris ×invisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris leptocladia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris nephrodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris oligocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris ×palmeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris pennata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris quelpaertensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris retroflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris ×rolandii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris tetragona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris truncata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris verecunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thelypteris yaucoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Themeda anathera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Themeda arguens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Themeda japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Themeda quadrivalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Themeda triandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Themeda villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Theobroma angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Theobroma bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Theobroma cacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Theobroma grandiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Theobroma mammosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Theobroma simiarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis fraxinifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis macrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thermopsis villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thesium arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thesium linophyllon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thespesia grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thevetia thevetioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thinopyrum intermedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thinopyrum junceiforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thinopyrum ponticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thismia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thladiantha dubia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thlaspi alliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thouinia striata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thrinax morrisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thuarea involuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thunbergia fragrans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thunbergia laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thurovia triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymelaea passerina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla acerosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla concinna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla micropoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla pentachaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla setifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla tenuiloba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymophylla tephroleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus capitatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus kosteletzkyanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus praecox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus pulegioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus thracicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thyridolepis mitchelliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thysanocarpus conchuliferus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thysanocarpus curvipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thysanocarpus laciniatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thysanocarpus radians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thysanolaena latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thysanolaena maxima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tibouchina granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tibouchina heteromalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tibouchina laxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tibouchina longifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tibouchina semidecandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tibouchina urvilleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Ticanto nuga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tidestromia carnosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tidestromia gemmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tidestromia lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tidestromia oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
