Site_Type	Project_ID	Observation_ID	Observer_Code	Observation_Serial	Observation_Description	Observation_Label	Observation_Type	Latitude	Longitude	Error	Date	Prefix	Year	Mon	Day	Nation	State	County	Island	FIPS	Elevation	Community_Name	Community_Description	Structure	Landscape	HillslopePosition	Position	Aspect	Slope	PlotBearing	Map Unit	Soil Series	Soil Taxon	Drainage Class	Restriction_Depth	WT_Depth	MinWT_Depth	Soil_Notes	Litter_Cover	Snag_Count	Snag_Diam	Plot_Area_m	BA_Count	BA_Factor	Cowardin	HGM	f1	f2	f3	s1	s2	s3	t1	t2	t3	t4	Tree_Cover	Subcanopy_Cover	TallShrub_Cover	Shrub_Cover	Herb_Cover	Moss_Cover	Aggregated_Overstory	Aggregated_Subcanopy	Aggregated_TallShrub	Aggregated_Shrub	Aggregated_Understory	Estimated_Understory	DWD_Hits1	DWD_Hits2	DWD_Hits3	DWD_Hits4	DWD_Hits5	Transect_Length	Log_Cover	Rock_Cover	Lichen_Cover	Water_Cover	MaxWater_Cover	DBH_lower	DBH_upper	Canopy_lower	Canopy_upper	User_Pedon_ID	User_Plot_ID	SoilTexture	TPI	Upper	Middle	Lower	Coastal	Floodplain	Inland	Hydric	Nonhydric	Aquatic	Wet	Moist	Dry	Mucky	Rocky	Sandy	Loamy	Calcareous	Euic	Dysic	Salty	Fresh	Natural	Seminatural	Cultural	MLRA	Cold	Cool	Mild	Warm	Hot	Humid	Subhumid	Arid	Microthermal	Mesothermal	Megathermal
loamy inland		INDU.AA618	INDU.INDU	0		INDU.AA618	Representative Plot	41.6074148947	-87.2862174742	10	0		2007	09	04	USA	Indiana	Lake County		18089	183.484	Quercus velutina/Ceanothus americanus-Rosa carolina-Vaccinium pallidum	Well drained sandy loam.  Point in low area next to old railroad bed.	woodland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA620	INDU.INDU	0		INDU.AA620	Representative Plot	41.6087803131	-87.1506907493	10	0		2007	09	26	USA	Indiana	Porter County		18127	182.286	Verbesina alternifolia-Alliaria petiolata-Solidago altissima-Solidago gigantea	Floodplain	grassland				0	0		Warners silt loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA621	INDU.INDU	0		INDU.AA621	Representative Plot	41.6427669493	-87.0595706903	10	0		2007	10	30	USA	Indiana	Porter County		18127	191.985	Quercus rubra-Quercus palustris/Celastrus orbiculatus/Smilax-Vaccinium pallidum	Lowland; much of area may be seasonally wet.	forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA622	INDU.INDU	0		INDU.AA622	Representative Plot	41.6171654485	-86.8421239168	10	0		2007	10	30	USA	Indiana	LaPorte County		18091	250.793	Cephalanthus occidentalis/Lemna	Wet	shrubland				0	0		Histosols and Aquolls				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA623	INDU.INDU	0		INDU.AA623	Representative Plot	41.5979415242	-87.3029028726	10	0		2007	07	19	USA	Indiana	Lake County		18089	186.393	Cephalanthus occidentalis/Carex stricta-Lythrum salicaria		shrubland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA624	INDU.INDU	0		INDU.AA624	Representative Plot	41.5883499598	-87.2581066402	10	0		2007	09	26	USA	Indiana	Lake County		18089	182.17	Populus tremuloides/Lonicera tatarica/Agrimonia parviflora		woodland				0	0		Maumee loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA626	INDU.INDU	0		INDU.AA626	Representative Plot	41.643114973	-87.0471909039	10	0		2007	10	29	USA	Indiana	Porter County		18127	198.183	Quercus rubra/Acer saccharum-Hamamelis virginiana/Lindera benzoin/Persicaria virginiana	Upland dry - slopes down about 10 m to west	forest				0	0		Maumee loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA627	INDU.INDU	0		INDU.AA627	Representative Plot	41.6422706917	-87.0409342728	10	0		2007	10	29	USA	Indiana	Porter County		18127	200.87	Ulmus pumila/Robinia pseudoacacia/Elaeagnus umbellata/Achillea millefolium-Alliaria petiolata-Aster		woodland				0	0		Plainfield sand, 2 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA628	INDU.INDU	0		INDU.AA628	Representative Plot	41.6258608131	-86.9629536139	10	0		2007	07	01	USA	Indiana	Porter County		18127	196.258	Acer saccharum-Acer nigrum-Fagus grandifolia-Fraxinus pennsylvanica-Prunus serotina/Staphylea trifol		forest				0	0		Fluvaquents				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA629	INDU.INDU	0		INDU.AA629	Representative Plot	41.6166321673	-87.1306400986	10	0		2007	08	31	USA	Indiana	Porter County		18127	184.725	Fraxinus pennsylvanica/Alliaria petiolata-Persicaria virginiana	Floodplain, but >100 m from river.	forest				0	0		Suman silt loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA630	INDU.INDU	0		INDU.AA630	Representative Plot	41.6530204102	-87.0698124027	10	0		2007	07	23	USA	Indiana	Porter County		18127	189.141	Quercus velutina/Schizachyrium scoparium		savanna				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA631	INDU.INDU	0		INDU.AA631	Representative Plot	41.6114399214	-87.1967485405	10	0		2007	09	29	USA	Indiana	Porter County		18127	188.458	Quercus velutina/Vaccinium angustifolium/Sorghastrum nutans		savanna				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA632	INDU.INDU	0		INDU.AA632	Representative Plot	41.6584185672	-87.0463733354	10	0		2007	07	21	USA	Indiana	Porter County		18127	181.63	Acer rubrum-Quercus bicolor/Nyssa sylvatica		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA634	INDU.INDU	0		INDU.AA634	Representative Plot	41.6129414574	-86.8491435372	10	0		2007	09	05	USA	Indiana	LaPorte County		18091	251.5	Acer saccharum-Fagus grandifolia/Tilia americana-Ulmus americana	Upland slope about 60 m south from bog edge.	forest				0	0		Riddles loam, 12 to 18 percent slopes, eroded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											25					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA635	INDU.INDU	0		INDU.AA635	Representative Plot	41.6022005911	-87.2427534895	10	0		2007	08	22	USA	Indiana	Lake County		18089	185.588	Salix nigra/Bidens tripartita-Carex lacustris	Depression, poorly drained dark soils.  Standing water in small portion of polygon.	woodland				0	0		Maumee loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA637	INDU.INDU	0		INDU.AA637	Representative Plot	41.6356987848	-87.0843335622	10	0		2007	08	11	USA	Indiana	Porter County		18127	194.524	Quercus rubra/Acer negundo-Fraxinus pennsylvanica-Pinus strobus-Sassafras albidum/Prunus virginiana-	There is a dry stream about 10 m west of point (running N-S)	forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA638	INDU.INDU	0		INDU.AA638	Representative Plot	41.604787573	-87.2286503122	10	0		2007	08	22	USA	Indiana	Lake County		18089	185.53	Quercus alba-Quercus velutina/Sorghastrum nutans-Poa pratensis	Dry	grassland				0	0		Oakville fine sand, 12 to 25 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA640	INDU.INDU	0		INDU.AA640	Representative Plot	41.7016670192	-86.9446296181	10	0		2007	07	28	USA	Indiana	Porter County		18127	184.694	Quercus velutina/Sassafras albidum/Amelanchier laevis/Carex pensylvanica		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA641	INDU.INDU	0		INDU.AA641	Representative Plot	41.6113922582	-86.8491831525	10	0		2007	09	05	USA	Indiana	LaPorte County		18091	258.684	Acer rubrum-Prunus serotina-Ulmus americana/Elaeagnus umbellata/Toxicodendron radicans	From GPS point south is upland and level.  North and east of point slopes down to bog.	forest				0	0		Riddles loam, 12 to 18 percent slopes, eroded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA642	INDU.INDU	0		INDU.AA642	Representative Plot	41.6053621844	-87.2858363762	10	0		2007	09	12	USA	Indiana	Lake County		18089	183.488	Typha	Wet, standing water.  Depression along railroad track.	barren				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA643	INDU.INDU	0		INDU.AA643	Representative Plot	41.6785767242	-87.0080256548	10	0		2007	07	31	USA	Indiana	Porter County		18127	192.372	Pinus strobus/Hamamelis virginiana/Carex pensylvanica	Dry and sandy.  GPS point is at top of a winding dune - slope changes from about 0 degrees to 90 degrees (bowl shape) - edge of polygon marks top of dune.	forest				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA644	INDU.INDU	0		INDU.AA644	Representative Plot	41.6284713208	-87.0891742209	10	0		2007	08	08	USA	Indiana	Porter County		18127	202.734	Acer saccharum/Ulmus americana/Rosa multiflora	Stream with steep-sided banks runs through about 10 m away from point.	forest				0	0		Blount silt loam, 0 to 3 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA647	INDU.INDU	0		INDU.AA647	Representative Plot	41.518921368	-87.2919514993	10	0		2007	10	14	USA	Indiana	Lake County		18089	184.96	Nymphaea-Pontederia cordata		grassland				0	0		Morley silt loam, 18 to 25 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA648	INDU.INDU	0		INDU.AA648	Representative Plot	41.6298769358	-86.9596498279	10	0		2007	06	22	USA	Indiana	Porter County		18127	198.321	Erigeron annuus-Juncus tenuis-Solidago-Ambrosia artemisiifolia-Hypericum		grassland				0	0		Blount silt loam, 0 to 3 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA650	INDU.INDU	0		INDU.AA650	Representative Plot	41.6461288582	-87.0961874655	10	0		2007	07	29	USA	Indiana	Porter County		18127	185.344	Cephalanthus occidentalis/Carex lacustris		shrubland				0	0		Adrian muck, drained				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA653	INDU.INDU	0		INDU.AA653	Representative Plot	41.6064825974	-87.2278162226	10	0		2007	08	22	USA	Indiana	Lake County		18089	185.897	Carex-Scirpus cyperinus	Wet soil.  Standing water.	grassland				0	0		Oakville fine sand, 12 to 25 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA654	INDU.INDU	0		INDU.AA654	Representative Plot	41.6581948071	-87.0624074111	10	0		2007	07	12	USA	Indiana	Porter County		18127	182.89	Quercus velutina/Lonicera/Poa pratensis		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA655	INDU.INDU	0		INDU.AA655	Representative Plot	41.6677851489	-86.9830384252	10	0		2007	08	04	USA	Indiana	Porter County		18127	190.943	Acer rubrum/Spiraea tomentosa/Schizachyrium scoparium-Juncus canadensis/Sphagnum		woodland				0	0		Maumee loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA657	INDU.INDU	0		INDU.AA657	Representative Plot	41.6456583041	-87.0987565491	10	0		2007	07	29	USA	Indiana	Porter County		18127	185.678	Cephalanthus occidentalis/Nymphaea odorata		shrubland				0	0		Adrian muck, drained				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA660	INDU.INDU	0		INDU.AA660	Representative Plot	41.6558693874	-87.0467198035	10	0		2007	07	21	USA	Indiana	Porter County		18127	181.416	Fraxinus pennsylvanica-Liriodendron tulipifera/Carex vulpinoidea-Solidago-Mimulus alatus		shrubland				0	0		Maumee loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA661	INDU.INDU	0		INDU.AA661	Representative Plot	41.6985965243	-86.9466152513	10	0		2007	07	07	USA	Indiana	Porter County		18127	183.927	Acer saccharinum/Lemna trisulca		savanna				0	0		Adrian muck, drained				500.0	500.0								10	Palustrine		0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA664	INDU.INDU	0		INDU.AA664	Representative Plot	41.6033019234	-87.2848672468	10	0		2007	09	13	USA	Indiana	Lake County		18089	185.8	Cephalanthus occidentalis/Schoenoplectus	Standing water.  Wet, low area along Typha marsh.	grassland				0	0		Adrian muck, drained, 0 to 1 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA665	INDU.INDU	0		INDU.AA665	Representative Plot	41.5233611641	-87.4579729313	10	0		2007	10	20	USA	Indiana	Lake County		18089	189.1	Osmunda spectabilis-Solidago altissima-Rubus	Dry field, upland	grassland				0	0		Watseka loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA666	INDU.INDU	0		INDU.AA666	Representative Plot	41.6816932618	-87.0071729747	10	0		2007	07	31	USA	Indiana	Porter County		18127	192.349	Tilia americana-Sassafras albidum/Hamamelis virginiana	Dry, wooded dune; divided from herbaceous foredune by road.  GPS point is at top of dune which slopes immediately down to north and south.	forest				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA667	INDU.INDU	0		INDU.AA667	Representative Plot	41.6797112211	-87.0125673389	10	0		2007	07	31	USA	Indiana	Porter County		18127	193.355	Pinus banksiana/Sassafras albidum/Prunus virginiana	Dry, dune slope.	forest				0	0		Dune land				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA668	INDU.INDU	0		INDU.AA668	Representative Plot	41.6291277499	-86.9553644146	10	0		2007	06	22	USA	Indiana	Porter County		18127	197.371	Fraxinus pennsylvanica-Acer saccharinum/Crataegus punctata-Tilia americana/Carex bromoides-Geranium 		forest				0	0		Pewamo silty clay loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											50					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA669	INDU.INDU	0		INDU.AA669	Representative Plot	41.6183694547	-87.2818727122	10	0		2007	09	10	USA	Indiana	Lake County		18089	179.671	Populus deltoides/Lonicera	Dunal.  Mesic sand to sandy loam gradient to wet soils (standing water).	woodland				0	0		Dune land				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA671	INDU.INDU	0		INDU.AA671	Representative Plot	41.5899620035	-87.2500744047	10	0		2007	09	12	USA	Indiana	Lake County		18089	182.416	Carex-Onoclea sensibilis-Typha angustifolia	Wet (standing water)	grassland				0	0		Maumee loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA673	INDU.INDU	0		INDU.AA673	Representative Plot	41.6040398405	-87.2814863235	10	0		2007	09	13	USA	Indiana	Lake County		18089	187.436	Quercus velutina/Schizachyrium scoparium	Whole polygon is a ridge between marshes.  Sandy to sandy loam.	grassland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA674	INDU.INDU	0		INDU.AA674	Representative Plot	41.6035018764	-87.2450024608	10	0		2007	08	27	USA	Indiana	Lake County		18089	183.646	Quercus velutina/Vaccinium pallidum/Alliaria petiolata	Dry.	forest				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA676	INDU.INDU	0		INDU.AA676	Representative Plot	41.6492645538	-87.0526114528	10	0		2007	06	28	USA	Indiana	Porter County		18127	185.474	Prunus serotina/Celastrus orbiculatus/Parthenocissus quinquefolia-Persicaria virginiana		woodland				0	0		Morocco loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA677	INDU.INDU	0		INDU.AA677	Representative Plot	41.6529023129	-87.0714455916	10	0		2007	07	23	USA	Indiana	Porter County		18127	185.334	Salix humilis/Schizachyrium scoparium		shrubland				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA679	INDU.INDU	0		INDU.AA679	Representative Plot	41.6807653602	-87.0094316654	10	0		2007	07	31	USA	Indiana	Porter County		18127	188.16	Fraxinus pennsylvanica/Ulmus americana/Rubus laciniatus/Alliaria petiolata-Persicaria virginiana		forest				0	0		Dune land				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											25					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA680	INDU.INDU	0		INDU.AA680	Representative Plot	41.6651112458	-87.0020540434	10	0		2007	06	29	USA	Indiana	Porter County		18127	192.154	Quercus velutina/Sassafras albidum/Carex pensylvanica		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA682	INDU.INDU	0		INDU.AA682	Representative Plot	41.5198162813	-87.454688019	10	0		2007	10	21	USA	Indiana	Lake County		18089	190.343	Typha angustifolia-Carex		grassland				0	0		Gilford mucky fine sandy loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA683	INDU.INDU	0		INDU.AA683	Representative Plot	41.6646478647	-87.0547500734	10	0		2007	07	20	USA	Indiana	Porter County		18127	196.831	Liriodendron tulipifera/Acer saccharum-Sassafras albidum/Hamamelis virginiana		forest				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA684	INDU.INDU	0		INDU.AA684	Representative Plot	41.6050015079	-87.2471442728	10	0		2007	08	30	USA	Indiana	Lake County		18089	185.805	Cephalanthus occidentalis/Typha	Standing water	grassland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA685	INDU.INDU	0		INDU.AA685	Representative Plot	41.6417786841	-87.0958087601	10	0		2007	08	04	USA	Indiana	Porter County		18127	184.805	Acer rubrum/Lindera benzoin/Osmundastrum cinnamomeum-Symplocarpus foetidus	water knee deep with humocks of ferns.	woodland				0	0		Houghton muck, ponded				500.0	500.0								10	Palustrine		0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA686	INDU.INDU	0		INDU.AA686	Representative Plot	41.6231838158	-87.0894910481	10	0		2007	07	06	USA	Indiana	Porter County		18127	190.084	Acer saccharum-Quercus rubra/Berberis thunbergii-Rosa multiflora		forest				0	0		Del Rey silt loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA687	INDU.INDU	0		INDU.AA687	Representative Plot	41.6136085312	-87.1359870616	10	0		2007	08	30	USA	Indiana	Porter County		18127	186.333	Carya ovata-Quercus alba-Quercus palustris-Quercus rubra/Crataegus		forest				0	0		Suman silt loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
