"ac.binomial","Northwest","Southwest","NorthCentral","Southcentral","Northeast","Southeast","Alaska","Hawaii","Caribbean","CanadaWest","CanadaEast","Arctic","Mexico"
"Stellaria humifusa",1,0,0,0,1,0,1,0,0,1,1,1,0
"Stellaria irazuensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stellaria irrigua",1,1,0,0,0,0,1,0,0,1,0,1,1
"Stellaria littoralis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stellaria longifolia",1,1,1,0,1,1,1,0,0,1,1,1,0
"Stellaria longipes",1,1,1,0,1,0,1,0,0,1,1,1,0
"Stellaria miahuatlana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stellaria nitens",1,1,0,0,0,0,0,0,0,1,0,0,1
"Stellaria obtusa",1,1,0,0,0,0,0,0,0,1,0,0,0
"Stellaria ovata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stellaria porsildii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stellaria puber",0,0,0,0,1,1,0,0,0,0,0,0,0
"Stellaria ruscifolia",0,0,0,0,0,0,1,0,0,0,0,0,0
"Stellaria sanjuanensis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stemodia bartsioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia coahuilensis",0,0,0,1,0,0,0,0,0,0,0,0,0
"Stemodia durantifolia",0,1,0,0,0,0,0,0,1,0,0,0,1
"Stemodia jorullensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia lanata",0,0,0,1,0,0,0,0,0,0,0,0,1
"Stemodia macrantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia maritima",0,0,0,0,0,0,0,0,1,0,0,0,1
"Stemodia palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia peduncularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia pratensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia schottii",0,0,0,1,0,0,0,0,0,0,0,0,1
"Stemodia tenuifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stemodia verticillata",0,0,0,0,0,0,0,0,1,0,0,0,1
"Stenandrium barbatum",0,1,0,1,0,0,0,0,0,0,0,0,1
"Stenandrium chameranthemoideum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenandrium dulce",0,0,0,1,0,1,0,0,0,0,0,0,1
"Stenandrium nanum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenandrium pedunculatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenandrium pilosulum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenandrium subcordatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenandrium tuberosum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenandrium verticillatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenanona flagelliflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenanona humilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenanona migueliana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenanona stenopetala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenanona wendtii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenanthium densum",0,0,0,1,1,1,0,0,0,0,0,0,0
"Stenanthium diffusum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Stenanthium gramineum",0,0,1,1,1,1,0,0,0,0,0,0,0
"Stenanthium leimanthoides",0,0,0,0,1,1,0,0,0,0,0,0,0
"Stenanthium tennesseense",0,0,0,0,0,1,0,0,0,0,0,0,0
"Stenanthium texanum",0,0,0,1,0,1,0,0,0,0,0,0,0
"Stenaria butterwickiae",0,0,0,1,0,0,0,0,0,0,0,0,0
"Stenaria mullerae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenaria nigricans",0,1,1,1,1,1,0,0,0,0,0,0,1
"Stenaria pooleana",0,0,0,1,0,0,0,0,0,0,0,0,0
"Stenaria umbratilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus boedekerianus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus coptonogonus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus crispatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus multicostatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus obvallatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus ochoterenianus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus phyllacanthus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus sulphureus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocactus vaupelianus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocarpha filiformis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocarpha ritovegana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocephalum jucundum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus alamosensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus beneckei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus chacalapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus chrysocarpus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus dumortieri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus eruca",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus fimbriatus",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenocereus fricii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus griseus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus gummosus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus kerberi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus martinezii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus montanus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus pruinosus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus queretaroensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus quevedonis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus standleyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus stellatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus thurberi",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stenocereus treleasei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenogonum flexum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stenogonum salsuginosum",1,1,0,0,0,0,0,0,0,0,0,0,0
"Stenogrammitis hartii",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenogrammitis myosuroides",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenogrammitis saffordii",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne angustifolia",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne bifida",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne calaminthoides",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne calycosa",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne campanulata",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne cinerea",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne cranwelliae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne haliakalae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne kaalae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne kamehamehae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne kanehoana",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne kauaulaensis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne kealiae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne macrantha",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne microphylla",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne oxygona",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne purpurea",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne rotundifolia",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne rugosa",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne scrophularioides",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne sessilis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenogyne viridis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Stenorrhynchos speciosum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenospermation marantifolium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenospermation robustum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus breedlovei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus chiapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus glaber",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus gracilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus guerrerensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus haematodes",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus harleyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus latilabris",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus leiorhachis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus monolophus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus ruberrimus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus silvaticus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostephanus tacanensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostomum acutatum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenostomum aromaticum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenostomum coriaceum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenostomum lucidum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Stenostomum obtusifolium",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenostomum portoricense",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenostomum sintenisii",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenotaphrum secundatum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stenotis arenaria",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotis asperuloides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotis australis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotis brevipes",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotis greenei",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stenotis mucronata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotis peninsularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotis × gracilenta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotus acaulis",1,1,0,0,0,0,0,0,0,1,0,0,0
"Stenotus armerioides",1,1,1,1,0,0,0,0,0,1,0,0,0
"Stenotus pulvinatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stenotyla lendyana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stephanodoria tomentella",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stephanomeria cichoriacea",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria diegensis",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stephanomeria elata",1,1,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria exigua",1,1,0,1,0,0,0,0,0,0,0,0,1
"Stephanomeria fluminea",1,0,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria guadalupensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stephanomeria lactucina",1,1,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria malheurensis",1,0,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria monocephala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stephanomeria occultata",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria paniculata",1,1,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria parryi",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stephanomeria pauciflora",1,1,0,1,0,0,0,0,0,0,0,0,1
"Stephanomeria runcinata",1,1,1,0,0,0,0,0,0,1,0,0,0
"Stephanomeria schottii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stephanomeria tenuifolia",1,1,1,1,0,0,0,0,0,1,0,0,1
"Stephanomeria thurberi",0,1,0,1,0,0,0,0,0,0,0,0,1
"Stephanomeria virgata",1,1,0,0,0,0,0,0,0,0,0,0,1
"Stephostachys mertensii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Sterculia apetala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Sterculia mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Sterculia xolocotzii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia amblyolepis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia anadenotricha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia aschenborniana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia baccharifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia berlandieri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia burroana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia caltepecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia calzadana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia caracasana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia chiapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia chilapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia clinopodioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia coahuilensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia concordiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia connata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia constricta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia cordifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia crassifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia cruzii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia decumbens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia deltoidea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia dictyophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia ecatepecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia elatior",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia enigmatica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia ephemera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia eupatoria",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia filodecaballoana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia glandulosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia hintonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia hintoniorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia hypomalaca",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia iltisiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia incognita",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia isomeca",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia jaliscensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia jorullensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia karwinskyana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia lasioclada",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia latifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia lehmannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia lemmonii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stevia liebmannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia lita",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia lucida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia macvaughii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia martinii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia mascotensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia miahuatlana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia micradenia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia micrantha",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stevia microchaeta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia mitopoda",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia monardifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia myricoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia neurophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia occidentalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia oligophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia origanoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia orizabensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia ovalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia ovata",0,0,0,1,0,0,0,0,0,0,0,0,1
"Stevia palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia pelophila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia perfoliata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia phlebophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia pilosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia plummerae",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stevia polycephala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia porphyrea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia porphyreoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia potosina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia pratheri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia puricana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia pyrolifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia quiexobra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia reinana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia reticulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia revoluta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia rosei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia rotundifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia rzedowskii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia sahuaribana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia salicifolia",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stevia scabrella",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia scabrelloides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia schiblii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia seemannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia seemannioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia seleriana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia serboana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia serrata",0,1,0,1,0,0,0,0,0,0,0,0,1
"Stevia stolonifera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia strotheriana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia suaveolens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia subpubescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia talpensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia tephra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia tephrophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia tomentosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia totalcoana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia triangularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia trifida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia triflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia urceolata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia vacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia velutinella",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia vernicosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia viejoana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia villaregalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia viscida",0,1,0,1,0,0,0,0,0,0,0,0,1
"Stevia zacatecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia zaragozana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stevia zephyrantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Steviopsis adenosperma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Steviopsis amblyolepis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Steviopsis dryophila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Steviopsis rapunculoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Steviopsis vigintiseta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stewartia malacodendron",0,0,0,1,1,1,0,0,0,0,0,0,0
"Stewartia ovata",0,0,0,0,1,1,0,0,0,0,0,0,0
"Steyermarkia guatemalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Sticherus bifidus",0,0,0,0,0,0,0,0,1,0,0,0,1
"Sticherus fulvus",0,0,0,0,0,0,0,0,1,0,0,0,1
"Sticherus furcatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Sticherus owhyhensis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Sticherus rubiginosus",0,0,0,0,0,0,0,0,1,0,0,0,0
"Sticherus underwoodianus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmaphyllon bannisterioides",0,0,0,0,0,0,0,0,1,0,0,0,1
"Stigmaphyllon ellipticum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmaphyllon emarginatum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stigmaphyllon floribundum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stigmaphyllon lindenianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmaphyllon pseudopuberum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmaphyllon puberum",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stigmaphyllon retusum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmaphyllon selerianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmatopteris longicaudata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stigmatopteris sordida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stillingia acutifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stillingia aquatica",0,0,0,0,0,1,0,0,0,0,0,0,0
"Stillingia bicarpellaris",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stillingia diphtherina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stillingia linearifolia",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stillingia paucidentata",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stillingia querceticola",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stillingia sanguinolenta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stillingia spinulosa",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stillingia sylvatica",0,1,0,1,1,1,0,0,0,0,0,0,1
"Stillingia texana",0,0,0,1,0,0,0,0,0,0,0,0,1
"Stillingia treculiana",0,0,0,1,0,0,0,0,0,0,0,0,1
"Stillingia zelayensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stipulicida lacerata",0,0,0,0,0,1,0,0,0,0,0,0,0
"Stipulicida setacea",0,0,0,1,1,1,0,0,0,0,0,0,0
"Stizophyllum perforatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stizophyllum riparium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stokesia laevis",0,0,0,1,0,1,0,0,0,0,0,0,0
"Stramentopappus congestiflorus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stramentopappus pooleae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Streblacanthus parviflorus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Streblus pendulinus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Streptanthus anomalus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus barbatus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus barbiger",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus barnebyi",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus batrachopus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus bernardinus",0,1,0,0,0,0,0,0,0,0,0,0,1
"Streptanthus brachiatus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus bracteatus",0,0,0,1,0,0,0,0,0,0,0,0,0
"Streptanthus breweri",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus callistus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus campestris",0,1,0,0,0,0,0,0,0,0,0,0,1
"Streptanthus carinatus",0,1,0,1,0,0,0,0,0,0,0,0,1
"Streptanthus cooperi",0,1,0,0,0,0,0,0,0,0,0,0,1
"Streptanthus cordatus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus coulteri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Streptanthus cutleri",0,0,0,1,0,0,0,0,0,0,0,0,0
"Streptanthus diversifolius",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus drepanoides",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus farnsworthianus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus fenestratus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus glandulosus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus gracilis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus hammittii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus hesperidis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus hispidus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus howellii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus hyacinthoides",0,0,0,1,0,0,0,0,0,0,0,0,1
"Streptanthus insignis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus juneae",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus longirostris",1,1,0,0,0,0,0,0,0,0,0,0,1
"Streptanthus longisiliquus",0,1,0,0,0,0,0,0,0,0,0,0,0
